Title,Review,Town,Region,Type,Polarity
No pasamos el día aquí.,"Probablemente sea una parada y un lugar, no vale la pena pasar una hora aquí, para, tomar algunas fotos y salir, lo hicimos nosotros mismos y fue lo mejor, alquilar un coche, parar por la mañana, y luego seguir conduciendo hasta Chichen Itxa.",Tulum,QuintanaRoo,Attractive,2
"Es un lugar hermoso, un servicio decepcionante.","Puedo resumirlo de esta manera: Ninfa me había alojado en un hotel tan hermoso, con un servicio tan malo. Ni los empleados saben dónde están las habitaciones, no te dicen cómo ir, y sólo puedes llevar un coche por familia al hotel, si llegas en dos o más coches, tendrás que dejar uno fuera del hotel en la calle. Si llegas antes de 3 horas, no puedes hacer un check-in temprano, incluso si el hotel es semi-otoño.",Huasca_de_Ocampo,Hidalgo,Hotel,2
No valora el precio,"La ubicación era hermosa. La estación estaba muy desorganizada. Pagué mucho por una habitación con vistas al mar, apenas una vista al mar. Además, llovía y la habitación entera estaba inundada. Luego, una eternidad para que alguien viniera a limpiar el agua. Luego, al día siguiente, la piscina se derrumbó; una vez más, el mantenimiento tomó más de una hora para llegar a repararla. Normalmente, no es un gran problema, pero estábamos en un retiro de yoga donde había cursos planificados y no se puede asistir a ningún curso.",Tulum,QuintanaRoo,Hotel,2
¡Estoy tan decepcionado!,"Estaba tan decepcionado de volver a ese restaurante un año más tarde y ver que ya no estaba... pero luego fuimos a la línea para saber que se habían mudado a un nuevo lugar. Creo que habría estado menos decepcionado si hubieran... cerrado totalmente. El restaurante triplicó en tamaño, ropa personal en negro, y la luz del jazz juega en los altavoces.",TodosSantos,Baja_CaliforniaSur,Restaurant,2
Decepcionante.,"Fuimos al Go Bistro un miércoles, en el que anunciamos jazz en vivo los miércoles por la noche. No había música, en vivo o no, en el restaurante. Si la saludadora en la puerta hubiera mencionado esto, tendríamos la posibilidad de volver un día... diferente de aquel en el que había música. Mi esposa pidió la sopa de marisco que encontró afuera, porque contenía grupos de... tal vez crema?",Ajijic,Jalisco,Restaurant,2
No hay variedad en el buffet.,"La primera vez que fui a este lugar, me encantó pero después de reducir su variedad a los platos en el desayuno, por favor no dejes de sorprendernos y ofrecer más variedad para el costo del buffet.",Cholula,Puebla,Restaurant,2
Una mala cultura en servicio.,"La comida es muy buena y los ambientes del frente también. Los clientes no son cordiales y lo que es realmente fatal es que en el jardín interior, se sirve a los huéspedes mientras lava los platos en la fuente central y mechando para...Más",Patzcuaro,Michoacan,Restaurant,2
COMIDA FAMILIAR es una familia de comediantes.,"Ya había visitado este lugar en otras ocasiones, me gusta, pero la última vez, un insecto me sacó de mi cerebro haciendo una botella.",Metepec,Estado_de_Mexico,Restaurant,2
El complejo necesita una reforma completa.,"Desde las ventanas que se vaciaron por primera vez, la recepcionista hizo el punto. de la cama que era como dormir en una placa de cemento. el olor de la cloaca era crudo cada vez que el inodoro. Yo no recomendaba este hotel a nadie! la piscina estaba cerrada debido a un nuevo restaurante en construcción. Nada reducido a la queja... me dijeron que no tenían guardia a las 9:30 para limpiar el agua que entraba en la habitación! Ni siquiera proporcionaban el café de las habitaciones sin co.",Isla_Mujeres,QuintanaRoo,Hotel,2
"Visita a la playa del ""Paraíso.""","Había demasiada gente y mucha plástico y cristal al aire libre. La Riviera Maya tiene mejores playas. No pude ver la parte ""privada"" de la playa, con hoteles, puede ser mejor que una. Pero el público: boooff. Esperaba más.",Tulum,QuintanaRoo,Attractive,2
Están enloqueciendo.,"Con antelación nos pedían que elegiéramos comida y a la hora de la comida, se golpeaban y no tenían una buena actitud.",Valladolid,Yucatan,Restaurant,2
"Una cocina tradicional, pero sin mucho éxito.","El lugar es fresco, el mobiliario un poco viejo, las bebidas son normales, las bebidas frescas, el vino, los tequilas, la preparación que se me ofreció con tequila y jugo de limón, estaba bien seco.",Tlaquepaque,Jalisco,Restaurant,2
La comida mediocre de Super con una gran vista.,"Este restaurante fue recomendado por los expatriados y los habitantes (también TripAdvisor), pero nada lo esperó. Comimos pollo con salsa verde y chili rellano. Ambos no estaban bien cocinados y no pudimos terminar sin añadir salsa. Mis amigos comieron aquí un... día más tarde y tuvieron una experiencia similar. 3 de cada 4 personas que consumían aquí se enfermaron un día más tarde. Una de ellas tenía un dolor de estómago severo. Tal vez fue un buen lugar hace una década, pero no es recomendable.",Tepoztlan,Morelos,Restaurant,2
Muy sobrevalorado y mal mantenido.,"La versión corta es, EVITEN A TODO COUSTE cae en esta "" trampa turística"": Mal de política, Servicio mediocre, Manos de mantenimiento, Mal de comida, Falta de bebidas, Mal diseño, Mal de liderazgo, Mal de ejecución, Mal de aplicación. Para aquellos que tienen tiempo y quieren leer este libro, diré que No he escrito para el placer.",Valle_de_Bravo,Estado_de_Mexico,Hotel,2
En tan emocionante como la venta de la pintura seca.,"Las mujeres no son un trabajo valioso, pero para verlas, es muy aburrido, a menos que te guste ver a los pequeños charlando en sus teléfonos celulares y a los más grandes charlando peleando.",Isla_Mujeres,QuintanaRoo,Attractive,2
Hay mucho espacio.,"El lugar es agradable, hermoso, limpio, la atención es excelente. pero la comida falta de sabor, la relación calidad/precio no es buena.",Ajijic,Jalisco,Restaurant,2
"Un servicio horrible, una gran decepción.","Muchos de nosotros viajamos juntos para celebrar cumpleaños y cumpleaños. Antes de llegar a la estación, hice una reserva en Danzante para el 14.A nuestra llegada, no había ninguna prueba de mi solicitud.El conserje dijo que haría la reserva, pero cuando lo comprobé más tarde aún...no había reserva.Una vez programado, el director del restaurante me informó que tendríamos un menú fijo.Positivo: el menú fijo ofrecía una variedad suficiente para satisfacer los gustos de todos.En general, la comida era la comida.",Loreto,Baja_CaliforniaSur,Restaurant,2
"Querida hermana,","Parece que tienen mucho que hacer, pero después de hacer las cosas una vez que estás allí. La canoa es rara y debería llamarse un viaje de agua. Estábamos listos para salir después de la primera hora, pero queríamos nuestro almuerzo gratis, a menos que no valiera la pena. Las patatas eran frías y lo más pequeño que he visto. Queridos amigos.",Isla_Mujeres,QuintanaRoo,Attractive,2
El camarero no mostró higiene: afeitó su axil bajo la playa y siguió sirviendo bebidas.,"Fue la primera vez que visitamos el lugar. Estaba lleno. Nos dieron una mesa en la terraza pero como había fumadores, pedimos el cambio. Nos asignaron una mesa delante del bar de bebidas. Mientras estábamos esperando la comida, vi a uno de los camareros hacer... más",Cholula,Puebla,Restaurant,2
"Un lugar agradable, la comida no muy buena.","Mi marido y yo estábamos buscando un lugar rico y agradable para el desayuno en el Valle, entramos porque nos atrajeron a la casa de juegos, que fue un punto de partida, el lugar está divinamente decorado con bienes raíces vintage pero al mismo tiempo...Más",Valle_de_Bravo,Estado_de_Mexico,Restaurant,2
Falsas promesas,"Nos dijo el servicio de Internet en las habitaciones y no fue así, nos prometió un cambio de habitación y no fue respetado, todavía estoy esperando una factura de comida que no llegó y mi hija olvidó su traje de baño en la habitación y no apareció...",Palenque,Chiapas,Hotel,2
Decepcionado por la decepción.,"Decepcionado por el personal el primer día: mi maleta encadenada fue abierta, la situación fue comunicada a la dirección y el personal comenzó a discutir con el cliente, dudando de la veracidad de lo que se reportaba. el segundo día: mala limpieza, baño sucio y bolsas de basura con el contenido del día anterior. el tercer día: un equipo de béisbol adolescente estaba en el hospital y casi volar el hotel, por supuesto, el personal de seguridad era insuficiente para controlarlos a todos.",Isla_Mujeres,QuintanaRoo,Hotel,2
"Buen hotel, buena ubicación, mal servicio.","El hotel está perfectamente situado, justo en el centro de casi todo. Las habitaciones son grandes, la cama es grande y confortable. Nos alojamos dos noches y se nos dijo que el segundo día, teníamos que cambiar de habitación de una parte del hotel a la otra parte de la segunda noche sin una buena explicación. Aunque alguien nos ayudó con una maleta, tuvimos que llevar nuestras maletas con nosotros. La otra habitación no era tan bien como la primera. En resumen, es un buen hotel, pero Situando y el resto de la casa están bien situados.",San_Cristobal_de_las_Casas,Chiapas,Hotel,2
Decepcionado.,"El museo está en un hermoso terreno y los jardines son hermosos, pero me parecía que aprendería mucho más sobre la primera nación de la región y sobre sus causas, su lucha por sus derechos y sus sacrificios. Había muy pocas cosas sobre los zapatistas. Una estatua. Un poco de escritura y el resto estaba sobre la vida del sacerdote, sus ropas, la Iglesia católica. Era una pérdida de tiempo. ¿Por qué no se podía mencionar a los que murieron por la causa? Ni siquiera un equilibrio.",San_Cristobal_de_las_Casas,Chiapas,Attractive,2
No me impresionó.,"Debo decir que de todas las cosas que he visto en México, es lo que menos me ha gustado, de hecho habría ahorrado dinero para el billete, creo que hay mil cosas mejor que eso, son ruinas, pero para mí, sólo me parecían piedras sin encanto.",Tulum,QuintanaRoo,Attractive,2
Nada extraordinario.,"Pedí un caldo de conejo y la carne estaba fría, como cuando la ponemos aparte y la hacemos, las tortillas no eran calientes, no la recomiendo o mejores lugares para comer en sangrisMás.",San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
Muy caro.,"Por los precios que manejan, creo que la comida es un deber.",Tepoztlan,Morelos,Restaurant,2
Desayuno,Estuvimos allí la semana pasada y queríamos desayunar allí como en otras ocasiones hace dos meses.El maestro de la casa nos dijo que todos los precios eran más altos que en la tarjeta de 10:00 a 30:00.Esto nos pareció muy poco transparente y poco profesional.Es una lástima que no pudimos tomar el desayuno con usted de nuevo y que pronto tendrá la tarjeta con los buenos precios.,Tulum,QuintanaRoo,Hotel,2
Cena con amigos.,"Tres de nosotros fuimos a este restaurante el jueves pasado para la cena. El servicio era excelente. Su margarita era excelente. Pedimos dos ostraces Rockafella y llegaron en pocos minutos. Eran excelentes. Creímos que había elegido el restaurante a la derecha. La entrada principal llegó.... Pedimos 1 orden de cociles, una red y 1 orden de piernas de cordero. La presentación de la comida no era muy buena para decir lo menos. Los cociles eran simplemente este montóncito marrón en un plato.",Ajijic,Jalisco,Restaurant,2
"Está bien, pero no tan agradable como esperábamos.","Nos alojamos en la cabaña Maria del Mar en 2005 FEB. Nos alojamos en la sección de cabañas, nuestra habitación estaba justo en la calle y había mucho ruido. No sólo del ruido de la calle, sino si oyes todo lo que pasa en la habitación de al lado. Después de dos noches que preguntamos si había una habitación disponible lejos de la calle? nos dijeron sí, pero deberíamos haber pagado 20 dólares para pasar a otra habitación. Este no es el servicio agradable que esperaba recibir.",Isla_Mujeres,QuintanaRoo,Hotel,2
Qué decepción de un lugar maravilloso.,"Estoy francamente decepcionado por el lugar, demasiados comercios y puestos que bloquean la vista sobre la atracción natural.Creo que la venta de recuerdos y a veces restaurantes no deben ser colocados en el borde del río y las cascadas porque bloquean completamente la vista en un lugar extraordinario.Es una lástima que no se ponga orden en eso.",Palenque,Chiapas,Attractive,2
No sé qué pasó.,"Hicimos una reserva, llegamos a tiempo, nos sentamos rápidamente, un buen camarero, una buena comida, el final de la historia. el lunes por la noche, fuera de temporada, el personal superó a los clientes. el dispositivo y el servicio desaparecieron. Nuestra persona de espera se levantó y habló en el este... hablamos durante 10 minutos mientras esperaban para pedir café y el desierto.",Ajijic,Jalisco,Restaurant,2
"Clin, pero muy viejo.","Las habitaciones son grandes y limpias con una hermosa vista pero muy clara, sobre todo el baño. El personal era agradable y la comida en el restaurante era buena. Había una hermosa piscina. Los precios son caros en comparación con otros hoteles en México: 1200 pesos por noche para una habitación doble, aunque nos dieron un descuento del 20%.",Taxco,Guerrero,Hotel,2
"Demasiado interesada, no hay suficientes productos.","La mayoría de los vendedores de artesanía eran asiduos cada noche en el caso de la calle, por lo que tener todos un solo lugar era una ventaja. Los productores no estaban dispuestos a ofrecer pruebas del gusto de sus productos. Entonces me negaron a comprar nada!",Sayulita,Nayarit,Attractive,2
¡Querida!,"En mi opinión, el teleférico del taxi que no se trata de un taxi, sino del hotel Monte Taxi y que te lleva solo es muy deficiente y muy caro. El traslado del teleférico al hotel Monte Taxi sólo toma 4,32 minutos y te cobra 190 para llevarte y llegar allí como si fuera un juego mecánico. La vista es buena si vas a las 6:30 pero no es la mejor de la ciudad. La mejor está en Cristo monumental y las subcuentas en combi no en teleférico.",Taxco,Guerrero,Attractive,2
El propietario donde está.,"El lugar correcto, la buena comida, lo que esperaba, el mismo precio Servicio mediocre 5 empleados que hablan sin hacer su limpieza y sin interés.",Dolores_Hidalgo,Guanajuato,Restaurant,2
"Una vista maravillosa, una comida insulsa.","Fui a hacer un viaje en grupo, y fuimos allí porque era ""bueno para los turistas"" porque hicieron la comida picante."" ""No"". Tenían esencialmente un buffet de comida insulsa: espagueti, puré de patatas. . No lo que usted espera comer en México. Tienen una... hermosa vista, pero el sitio carece de encanto.Más",Taxco,Guerrero,Restaurant,2
En el mejor de los casos.,"La segunda vez que me alojé en este hotel, la primera vez fue mejor porque nuestra habitación estaba más limpia. En ambos casos, me alojé en la torre. Mi marido y yo no necesitamos nada de lujo. Él sólo se preocupa por la ubicación y la limpieza. Su ubicación es perfecta. La habitación estaba sucia. La ropa de cama era o no, podría haber estado allí.",Isla_Mujeres,QuintanaRoo,Hotel,2
"Falta una muy buena renovación, ya es viejo.","En general, el restaurante carece de una muy buena renovación: las ventanas restantes para el aparcamiento son muy sucias o los lugares del mismo son muy viejos, las pantallas de televisión son sucias, las mesas y las sillas están vacías y la falta de mantenimiento es urgente.",Metepec,Estado_de_Mexico,Restaurant,2
Sin impresión,"No estoy impresionado por este hotel. Creo que es demasiado caro y que su ""no"" no se ejecuta correctamente. En primer lugar y ante todo, la habitación y la cama eran más pequeños que una caja de zapatos. Cuando lo pregunté en la recepción si las camas eran de tamaño king, me respondieron ""no es entre una cama queen y una cama."" Nunca habíamos oído hablar de tal cosa.",Tulum,QuintanaRoo,Hotel,2
Es más bien una tienda de un museo.,"Sin embargo, lo que está expuesto en un museo es mínimo y casi todo, muchos de los cuales no son jade, está a la venta.He sido atraída por los turistas, que también han sido decepcionados.",San_Cristobal_de_las_Casas,Chiapas,Attractive,2
Taxco me decepcionó.,"Hace más de 20 años, había ido a Taxco y todavía recuerdo esta ciudad como una joya, un lugar idílico donde caminar por sus calles disfrutando de su arquitectura. Ahora he vuelto y la decepción ha sido grande: una ciudad llena de coches que circulan a toda velocidad, donde no se puede caminar tranquilamente porque hay que estar vigilante para no sorprenderse. A esto se añade que muchas empresas la han transformado en un mercado.",Taxco,Guerrero,Attractive,2
Hay mucho que mejorar.,"En el desayuno, ni siquiera hay suficiente para preparar un sándwich, ni mayonesa, ni verduras ni tomates.",Tlaquepaque,Jalisco,Hotel,2
Insípido y caro.,"La paella que parece ser la especialidad no tiene azafrán. Las quesadillas se hacen de mozzarella. Incluso los postres no tienen gusto, son sólo dulces sin comedia. Me hubiera gustado haber comprobado las opiniones antes de entrar.",Sayulita,Nayarit,Restaurant,2
Nuestros correos están en el orden del día.,Fuimos a cenar y nos atraparon a las 23:00. El personal está mal enmarcado y mal atendido.,Cholula,Puebla,Restaurant,2
Una playa más grande,"Nos fuimos porque algunos amigos nos dijeron que la comida era muy rica... la verdad es que hay un NI... la playa del mundo, y que tienen ese "" tiburón"" allí. No quería... les diría que si vas por el día, no pierdas el tiempo acercándote hasta aquí.",Isla_Mujeres,QuintanaRoo,Attractive,2
No tiene sabor.,"Si te gusta el Denny's en los Estados Unidos, es para ti. La presentación fue excelente, aunque la comida carecía de sabor, demasiado aburrida.",Isla_Mujeres,QuintanaRoo,Restaurant,2
Nuestra matrícula es de 180 dólares.,"Cuando era 100% gratis para los mexicanos, recibimos $ 180 para el aparcamiento y fue un desastre, diciendo que, por razones ajenas a la región, la playa era horrible para el sargazo. Sin embargo, la gente del aparcamiento fueron demasiado groseros y cobraron más de lo que es justo y razonable.",Tulum,QuintanaRoo,Attractive,2
Lo intentamos y no...,"Un amigo organizó un viaje de reunión de grupo a Adelita, y como habíamos oído cumplidos en este lugar, nos encantó probarlo.La cena estaba todo reservado, pero que podría estar satisfecho para una cena temprano, salir antes de las 17:30, lo que nos satisface con nuestro horario....Queríamos probar la famosa cocina, pero el reborde no llegó, así que elegimos el ""... grande y juicy"" limón garlick pollo, y el ""chipotle y brown Sugar exageración"" fuego de cerdo asado, ordenado ""médio.""",Ajijic,Jalisco,Restaurant,2
Esperaba más tiempo.,"Tardaron mucho tiempo en servirnos, la comida no era tan buena y los precios que manejan son para esperar algo mejor, sólo fui un día en Xilitla y no estoy seguro de que todos los lugares sean tan regulares, pero realmente estaba esperando más.",Xilitla,San_Luis_Potosi,Restaurant,2
Regular.,"Una construcción admirable, pero una mala comida, incluso si el café es bueno. La mejora de la calidad de los alimentos es urgente, ya que el sitio -que requiere mantenimiento - lo merece.",Orizaba,Veracruz,Attractive,2
tlaquepaque,"Esta es la primera vez que voy a este restaurante, que algunos amigos han elegido para ser un restaurante típico. la comida no es mala, pero el servicio es terrible, se tomó mucho tiempo para hacerme una limonada.",Tlaquepaque,Jalisco,Restaurant,2
La caja china,El maestro nos hizo un corte de carne para 5 personas de 1700 pesos cuando pedimos 3 y el director nos pidió 100 gramos de carne.,Metepec,Estado_de_Mexico,Restaurant,2
Se pasa por alto la falta de información.,"Una decepción total. todas las fotos sin explicación, salas completas sin una sola referencia. Salvo la sala con la exposición de botellas de diferentes tequilajes y épocas, pero también era necesario adivinar. Lástima porque debería ser algo educativo y que podría ser explotado mucho más.",Tequila,Jalisco,Attractive,2
"Caro y Malo, no hay vuelta atrás, se quedó en los 90.","Muy malo. Falta mucho mantenimiento. Se quedó en 1990. Antiguas lámparas residuales. Viejo colchón húmedo. ventanas y mosquitos rotos. La comida es mala y dura. El personal es amable y pastel para hacer su mejor esfuerzo, pero la falta de manager es notable. Para $6.000 MXN la noche es un vuelo. El SPA es lo único que vale la pena, voy a dormir en otro lugar.",Valle_de_Bravo,Estado_de_Mexico,Hotel,2
¡El mejor servicio!!,"¡Es moderno y fuera de lo común, no importa lo que compren!, muy caro por lo que ofrecen, hemos sido 2 noches y JAMES nos han hecho el registro de la habitación, todavía no 12 horas cuando corren.",Tequila,Jalisco,Hotel,2
Ratas de techo grandes.,"Nos alojamos en una pequeña piscina sobre el bungalow. Las primeras impresiones fueron buenas, pero en el otoño de la noche nos enteramos rápidamente de que había ratas en el techo de paja. Podíamos verlas correr toda la noche. Dormir en estas condiciones era muy difícil. Nos dejaron la paja en toda la habitación. ¡No, es una habitación agradable! El personal nos ofreció cambiar de habitación pero nos resistimos y negamos a cualquier irritación. ¡El servicio es grosero! La piscina y el spa también estaban cerrados.",Isla_Mujeres,QuintanaRoo,Hotel,2
"Es hermosa, pero menos de lo habitual.","Un lugar hermoso, antiguo, con una historia. Sin embargo, en su comida y servicio, pueden mejorar mucho. Empleados de servicio con cubrebocas, pero en la cocina sin ella. Los alimentos sin gusto, en general, el fettuccini con mucho pimiento pero sin gusto, la sopa azteca muy...picosa y ácido, el molesto con un pollo muy seco y sin sabor. Tienen en la carta de las cervezas artesanales pero sólo tienen dos. Pida una y usted llega a una mala temperatura, no frío. La música es muy profunda y aburrida.",Dolores_Hidalgo,Guanajuato,Restaurant,2
¿Qué está pasando?,"Durante el año pasado, las luces se desvanecen, las malas hierbas y las malas hierbas están fuera de control. ¿No está iluminada el hermoso paseo nuevo por la calle caribeña (cerca de la isla 33)?",Isla_Mujeres,QuintanaRoo,Attractive,2
Evite el baño.,"La comida y la atención son muy buenas, pero a la entrada del baño, es como si te llevaras a la basura del restaurante: extremadamente sucio y pone en duda la limpieza de la preparación de las comidas y de la...Más",Metepec,Estado_de_Mexico,Restaurant,2
"Este hotel no ha sido anunciado, ten cuidado con los viajeros.","Recientemente, nos alojamos en la zona de la Bahía con más Chi y tenemos la impresión de que no era como se anunció. Nuestra habitación (406) no podía haber estado más lejos de la realidad aparece en las fotos de la empresa. Había una silla y no había iluminación. La cruz/tocador y la cabeza de la cama estaban en muy mal estado. Parecía que alguien había tomado su frustración en ellos. Supongo que algunas de las habitaciones están bien, pero eso no es lo que teníamos. Esto me da la sensación de que la propiedad no se siente.",Isla_Mujeres,QuintanaRoo,Hotel,2
Desilusionada.,"La verdad me decepciona un poco, el costo me parece caro, 100 pesos por persona y aparte de la foto y el pequeño espejo, no hay nada que ver, 10 minutos y es por eso que usted espera la vuelta para tomar la foto en el espejo, la verdad esperaba mejores instalaciones y por el precio que cobran, la foto hermosa es lo que no se niega, pero el lugar no es adecuado para permanecer mucho tiempo, no hay venta de alimentos, bebidas.",Cuatro_Cienegas,Coahuila,Attractive,2
No era lo que esperaba...,"He estado con mi marido en febrero para celebrar mi cumpleaños y desde que llegué, todo ha estado mal. Y antes de empezar, sé que la persona que responde a estas publicaciones dirá ""parece haber encontrado defectos que son atípicos y no reflejan la experiencia de nuestra marca."" ¿Y sabes qué? Esto es exactamente lo que me hace notar que he estado en otros Hilton y que la experiencia ha sido totalmente diferente, tienen mucho que aprender.",Tulum,QuintanaRoo,Hotel,2
Terrible,"Un lugar sucio, desordenado, los caballeros incapaces de resolver una simple petición como una salsa picante, los alimentos, especialmente la carne con un sabor asqueroso, dulce.",Bernal,Queretaro,Restaurant,2
No hay recurso contra la llegada de Sargazo.,"El lugar es muy hermoso, el bar restaurante regular por los precios que ofrece. Lo peor e inaceptable es los recursos para quitar el sargasso. Todos sabemos que es un problema global en todo el Caribe e incontrolable, pero la diferencia marca la respuesta a los problemas de esta naturaleza. Y la respuesta del hotel es, 1 persona quitando manualmente el sargasso que ocurre algo que hace imposible retirarlo o al menos disminuirlo. O pensar en cómo está en la playa en temporada de mayoría de llegada. Ir a una playa de una playa.",Tulum,QuintanaRoo,Hotel,2
Cantidad de algas en el agua y mosquitos hambrientos.,"Me encantaban las hojas exuberantes, pero no los mosquitos. A pesar del calor cuando estábamos aquí, llevaba un soplo para guardar los mosquitos si me mordían.",Tulum,QuintanaRoo,Attractive,2
Limitar el pedido de café,"El servicio es lento y desorganizado.Puedo decir que el café es bueno, pero en cuanto a la comida, la varita de jamón serrano es un plato con jamón muy, pero muy ensalada!",Orizaba,Veracruz,Restaurant,2
¡Rústic no significa roto!,"El personal es simplemente increíble, cada uno de ellos. La ubicación es también muy buena, a pocos bloques de la plaza principal. Desafortunadamente, el estado de las habitaciones no es bueno. Las tomas no funcionan, el aire acondicionado no funciona, el agua caliente tarda mucho en salir, el agua falta de presión. Una cosa es que se trata de un hotel rústico o colonial, pero este hotel necesita mejoras. Además, las habitaciones y el patio central y el tour en Palenque se venden a las 4 de la mañana.",San_Cristobal_de_las_Casas,Chiapas,Hotel,2
"Pensé que era un buen lugar... al principio, pero está bien.","Cuando llegué a Sayulita y conduje a través de la ciudad en busca de un lugar para alojarme, el centro de la ciudad era un hogar sin aparcamiento, así que conducía a algunos bloques de la ciudad en ese lugar. Tenía un aparcamiento seguro en la calle para mi coche de alquiler, y era a uno o dos bloques del centro de la ciudad, así que compré una habitación. Era alrededor de $ 100 por noche y la habitación estaba en el segundo piso sin aire acondicionado. Estaba allí en noviembre, así que el aire acondicionado no era un problema.",Sayulita,Nayarit,Hotel,2
Querido y querido.,"Somos de Los Ángeles, por lo que podemos ser ennobs de comida, pero este lugar era demasiado caro para lo que era. él tenía comida griega mucho mejor a precios mucho más baratos en los Estados Unidos. el personal era muy amable. el restaurante era... en un ambiente agradable, pero era muy oscuro. yo recomiendo un restaurante menos turístico todos los días en este lugar.",Isla_Mujeres,QuintanaRoo,Restaurant,2
Una experiencia incómoda.,"La habitación agradable para descansar, el comedor no guardaba el agua caliente; el restaurante era demasiado caro para lo que se sirve, si era de mala calidad. La piscina nunca estuvo en servicio. En general, la habitación es buena. El problema es con los servicios o las visitas que ofrecen. El administrador del hotel nos ofreció visitas ""muy buenas,"" sólo contratamos dos en uno y era la experiencia más desagradable. Hicimos 2 visitas: 1 en el baño, el servicio era de taxi, ya que nos llevó para 200.00",Creel,Chihuahua,Hotel,2
Una gran decepción en Valladolid.,"El fin de semana pasado estábamos alojados en la habitación 113, un poco de pesadilla. Para empezar, las sabanas estaban manchadas y las toallas estaban deshidratadas. La habitación no es muy grande, pero el cuarto de baño es pequeño, separado o hay que entrar en la parte inferior a riesgo de golpearse la cabeza. El aire acondicionado es una de las ventanas conocidas como una ventana que se enfría bien pero hace mucho ruido. La única ventana con la que la habitación tiene una gran cantidad de ruido se encuentra en el comedor y es allí donde comienza la habitación.",Valladolid,Yucatan,Hotel,2
HOTEL DEL TERROR !!!!,"¡No se sabe de dónde viene el hecho de que dicen que son 5 estrellas!!! no merecen 2 !!! Servicio: Pesimo, del peor. Habitación: Humeeda, decoración de 20 años y muy vieja. Aunque la cama es perfecta, muy confortable, excelente y el espacio de la habitación era excelente, gran espacio, terraza privada y vista excepcional sobre Taxco. No coco la cabina 94 ""Los helechos"". Albarca: ¡El agua es fría!!! y no tienes toallas en el comedor, ¡tienes que ir con las toallas!!! El restaurante (el albergo y el desayuno incluido) ha sido terrible.",Taxco,Guerrero,Hotel,2
Estoy mal de servicio.,"Los alimentos son apenas aceptables, la higiene no hace más que desear y como si lo anterior fuera un problema para obtener una factura de consumo.",Patzcuaro,Michoacan,Restaurant,2
"Una buena comida, una mala tasa de cambio.","El sitio era hermoso, probablemente sería un buen lugar para alojarse. El menú era el mismo que la tarifa que veía varias veces, y estaba bien (mi pescado estaba cubierto, gracias a Dios por la deliciosa salsa). Las bebidas estaban bien, especialmente los sangrientos. Luego llegó la hora en que la máquina de la tarjeta de crédito no funcionaba y, cuando teníamos que pagar en dólares, nos dieron un precio terrible. No era nuestro problema, pero eran inquebrantables.",Tulum,QuintanaRoo,Restaurant,2
"Muy turístico, con recuerdos a lo largo del trayecto.","Es innegable que la cascada en sí es espectacular, pero está llena de gente y llena de recuerdos, restaurantes, etc. No se puede apreciar la belleza natural del Agua Azul, incluso si nos movemos lejos de ella. No se pierde tiempo. Y la mayor parte del año, la cascada es morena y de madera. Hay muchas otras cascadas más bellas, pero más pequeñas en Chiapas.",Palenque,Chiapas,Attractive,2
Desilusionado por el dinero gastado.,"Estamos aquí, que quieren quedarse en un lugar agradable para mis amigas del cumpleaños hoy. Después de pasar el día en la playa, volvimos a nuestra habitación para descubrir que nuestra habitación sólo tiene agua fría. Hablé con la señora de la recepción (que era encantadora) y me tomó unos minutos para mirar el problema, pasaron 2 minutos mirando, y ella dijo que estaba bien, sólo tomar 10 minutos para hervir el agua caliente cada vez que lo uso.",Isla_Mujeres,QuintanaRoo,Hotel,2
Esto pasa por una,"Nos alojamos en Na Balaam durante 2 semanas y, por desgracia, nos desilusionamos. El servicio era pobre. Invariablemente, algo se perdía en la mesa del desayuno: utensilios (nos presentaban a menudo plástico!), crema de café, el café mismo, sal y pimienta, un plato de desayuno. Nuestra habitación nunca fue limpiada antes de las 14.30 horas, entonces el restaurante servía pescado calentado para la cena, que por desgracia sólo estaba medio calentado.",Isla_Mujeres,QuintanaRoo,Hotel,2
Es muy caro.,"El costo del restaurante es excesivo debido a la falta de comida y la mala atención prestada, pero estoy molesto por la falta de comida de $250 por persona.",Tequila,Jalisco,Restaurant,2
No me gustó este lugar.,"El restaurante parece viejo y descuidado, me dejé guiar por los buenos comentarios y salí decepcionada. No tienen tanta variedad para los veganos y la carta es simple. Pedí un té frío para beber y yo tampoco era rico.",Palenque,Chiapas,Restaurant,2
"Es viejo y malo, pero con una vista maravillosa.","Es caro sin desayuno incluido, ruidoso, habitaciones muy antiguas. la gastronomía un espacio!! pero tiene una hermosa vista del lago. hay pocas actividades tan lluviosas y ni siquiera hay televisión.",Bacalar,QuintanaRoo,Hotel,2
El servicio es muy lento.,"Desafortunadamente, después de 45 minutos de pedido, no pudimos disfrutar de la deliciosa comida mencionada en otras opiniones.",Xilitla,San_Luis_Potosi,Restaurant,2
Desilusionada.,"El paseo en barco por la isla era agradable, pero la isla misma estaba llena y sucia.",Patzcuaro,Michoacan,Attractive,2
Instalaciones buenas pero costosas.,"Me encantan las instalaciones, los columpios en el lago, el baño limpio, la comida es demasiado poco para lo que usted paga y no tan bueno, el personal es muy grosero.",Bacalar,QuintanaRoo,Restaurant,2
